"id","title","lat","lng"
48382,"Strand_Underpass",51.5166,-0.118861
48433,"Emirates_Stadium",51.555,-0.108611
48460,"Balcombe_Street_Siege",51.5239,-0.16228
48903,"Halcyon_Gallery",51.5104,-0.1452
49035,"Whittington_Hospital",51.5665,-0.1395
49320,"Oxford_Circus_fire",51.5154,-0.1425
49336,"Mount_Street_Gardens",51.5094,-0.150556
49343,"The_Roxy",51.5147,-0.1265
49359,"100_Club",51.5161,-0.135361
49410,"London_Library",51.507,-0.137
49557,"Queen's_Hall",51.5181,-0.1425
49563,"Spaghetti_House_siege",51.5022,-0.15777
50329,"2_Willow_Road",51.5572,-0.169169
50332,"Isokon_building",51.5518,-0.162083
50391,"St_Bartholomew-the-Less",51.5179,-0.100656
50416,"Hamleys",51.5128,-0.1402
50539,"Red_Bull_Theatre",51.5242,-0.104444
50562,"Victoria_Tower",51.4993,-0.12475
50742,"Savile_Row",51.5113,-0.140853
50829,"South_Kentish_Town_tube_station",51.5453,-0.141667
51084,"Resonance_FM",51.5028,-0.0925
51603,"Great_Ormond_Street_Hospital",51.5225,-0.1202
51747,"London_Canal_Museum",51.5339,-0.1204
52160,"Roundhouse_(venue)",51.5432,-0.1519
534562,"St_James's_Palace",51.5047,-0.1375
534574,"Lambeth_Bridge",51.4944,-0.123056
534694,"Marble_Arch",51.5131,-0.158889
534754,"Foyles",51.5147,-0.1301
534769,"City_Road_tube_station",51.5297,-0.0975
534771,"Borough_Market",51.5049,-0.0910889
534773,"Metropolitan_Borough_of_Southwark",51.4908,-0.097
534866,"OXO_Tower",51.5083,-0.108547
534887,"Westminster_Abbey_Choir_School",51.4986,-0.12934
534923,"Cannon_Street_Railway_Bridge",51.5083,-0.0919444
534924,"Southwark_Bridge",51.5089,-0.0944444
534925,"Portcullis_House",51.5013,-0.124908
534926,"Waterloo_Bridge",51.5086,-0.116944
534928,"Westminster_Bridge",51.5008,-0.121944
535116,"Chelsea_Physic_Garden",51.485,-0.162778
535178,"St_Bride's_Church",51.5139,-0.105833
535204,"Snow_Hill_Tunnel",51.5131,-0.103611
535262,"The_Swan_(theatre)",51.5069,-0.103056
535307,"Slimelight",51.5325,-0.105278
535334,"Inner_London",51.5084,-0.125364
535363,"Victoria_Embankment",51.5072,-0.121667
535366,"Harley_Street",51.5206,-0.1477
535374,"Metropolitan_Borough_of_Westminster",51.499,-0.138
535377,"Metropolitan_Borough_of_St_Marylebone",51.5213,-0.1601
535378,"Metropolitan_Borough_of_St_Pancras",51.5333,-0.133333
535379,"Metropolitan_Borough_of_Holborn",51.5171,-0.1228
535380,"Metropolitan_Borough_of_Hampstead",51.5508,-0.1659
535381,"Hungerford_Bridge_and_Golden_Jubilee_Bridges",51.5061,-0.12
535382,"Blackfriars_Railway_Bridge",51.5097,-0.103333
535396,"Metropolitan_Borough_of_Finsbury",51.5268,-0.108
535399,"Metropolitan_Borough_of_Islington",51.5416,-0.1022
535409,"Museum_of_London",51.5177,-0.0968083
535412,"Ludgate",51.5142,-0.104444
535413,"Ludgate_Hill",51.5137,-0.101
535414,"London_Mithraeum",51.5131,-0.0902778
535427,"Metropolitan_Borough_of_Chelsea",51.4874,-0.1682
535441,"Aldwych",51.5132,-0.117639
535457,"Westminster_Millennium_Pier",51.5019,-0.123223
535459,"St_Thomas'_Hospital",51.4991,-0.11891
535460,"Parliament_Hill_School",51.5583,-0.1496
535461,"Speakers'_Corner",51.5117,-0.159778
535465,"Grosvenor_Bridge",51.4847,-0.1475
535482,"Metropolitan_Tabernacle",51.4942,-0.101111
535483,"Royal_Courts_of_Justice",51.5136,-0.113333
535489,"Newgate",51.5147,-0.100339
535504,"Cheapside",51.5141,-0.0937
535526,"HM_Prison_Pentonville",51.5456,-0.115172
535528,"St_Mary-le-Bow",51.5139,-0.0936111
535534,"College_of_Arms",51.5121,-0.0988056
535544,"Central_Saint_Martins",51.5356,-0.125
535560,"Royal_College_of_Physicians",51.5258,-0.144969
535561,"London_South_Bank_University",51.4981,-0.10154
535706,"Jubilee_Line_Extension",51.509,-0.141
535710,"The_Oval",51.4837,-0.114981
535861,"Hyde_Park_Corner",51.5028,-0.15125
535863,"St._James's_Park",51.5017,-0.131944
535866,"Clarence_House",51.504,-0.1385
535870,"Thames_Embankment",51.4965,-0.12455
535872,"Garden_at_Buckingham_Palace",51.501,-0.146
535873,"Royal_Mews",51.4986,-0.144444
535896,"St_Mary_le_Strand",51.5122,-0.116904
535897,"St_Martin-in-the-Fields",51.5089,-0.126944
535910,"Royal_Festival_Hall",51.5058,-0.116789
536161,"HM_Prison_Holloway",51.554,-0.125308
536179,"Fleet_Prison",51.5161,-0.105
536186,"St_Clement_Danes",51.5131,-0.113898
536291,"Metro_Central_Heights",51.4958,-0.09924
536305,"Lansdowne_House",51.5083,-0.145556
536317,"Hatton_Garden",51.5201,-0.108408
536464,"Royal_College_of_Surgeons_of_England",51.5153,-0.115833
536543,"Cannon_Street",51.5119,-0.0919444
536545,"Holborn_Viaduct",51.5172,-0.105069
536589,"Down_Street_tube_station",51.5044,-0.1475
536625,"King's_Road",51.4874,-0.168874
536733,"No_1_Poultry",51.5133,-0.0908333
536781,"Camden_High_Street",51.5364,-0.140556
536782,"Moorfields_Eye_Hospital_NHS_Foundation_Trust",51.5272,-0.09
536784,"Gresham_College",51.5177,-0.1098
536810,"Borough_High_Street",51.5033,-0.0916667
536852,"London_Charterhouse",51.5214,-0.0997222
536939,"Old_Compton_Street",51.5133,-0.13128
536950,"Carnaby_Street",51.5133,-0.138889
537160,"Bond_Street",51.5126,-0.1448
537223,"River_Westbourne",51.485,-0.1538
537414,"East_Coast_Main_Line",51.5314,-0.1234
537855,"Bankside_Gallery",51.5081,-0.101944
538375,"Academy_of_St_Martin_in_the_Fields",51.5237,-0.09609
538479,"Sloane_Square",51.4925,-0.157188
538542,"York_Road_tube_station",51.5383,-0.1225
538662,"Temple_Church",51.5132,-0.1104
538725,"Kingsway_telephone_exchange",51.518,-0.1105
538792,"11_Downing_Street",51.5034,-0.127833
538991,"John_Smith_House_(Southwark)",51.4907,-0.0976
539058,"Institute_of_Education",51.523,-0.12802
539767,"Odeon_Leicester_Square",51.5106,-0.129167
539770,"Odeon_West_End",51.5099,-0.1303
539921,"London_Business_School",51.5264,-0.160833
539954,"Horse_Guards_Parade",51.5047,-0.1283
540099,"Murder_of_Yvonne_Fletcher",51.5078,-0.135133
540304,"Brunswick_Centre",51.524,-0.124
540322,"London_School_of_Hygiene_&_Tropical_Medicine",51.5209,-0.1307
540328,"Tavistock_Square",51.525,-0.1291
540329,"University_College_Hospital",51.5252,-0.134397
540394,"London_Astoria",51.5158,-0.130556
540398,"Gordon_Square",51.5243,-0.1309
540405,"Royal_Veterinary_College",51.5368,-0.134
540407,"Courtauld_Institute_of_Art",51.5108,-0.117222
540408,"City_University_London",51.5273,-0.10247
540409,"Chelsea_College_of_Art_and_Design",51.4904,-0.12892
540623,"Sotheby's",51.5119,-0.143611
541236,"London_Hilton_on_Park_Lane",51.5056,-0.1503
541294,"Alsatia",51.513,-0.107
541333,"Marsham_Towers",51.4959,-0.129913
541418,"BBC_London_94.9",51.5185,-0.1431
541472,"Absolute_Radio",51.5122,-0.136937
541783,"Wallace_Collection",51.5175,-0.153056
542027,"Bush_House",51.5127,-0.117278
542085,"Dolphin_Square",51.4863,-0.136429
542090,"Paternoster_Square",51.5147,-0.0994444
542268,"City_of_Westminster_Magistrates'_Court",51.495,-0.12872
542273,"Chelsea_Bridge",51.4847,-0.15
543455,"Saffron_Hill",51.5202,-0.106642
543777,"St._Andrew-by-the-Wardrobe",51.5123,-0.101358
543916,"Portland_Gallery",51.5075,-0.140833
543960,"Parliament_Square",51.5006,-0.126667
543963,"St_Anne_and_St_Agnes",51.5164,-0.0963889
543964,"St_Augustine_Watling_Street",51.5135,-0.0969444
543966,"St_Bartholomew-the-Great",51.5189,-0.0996583
544304,"Carlton_Club",51.5058,-0.138889
544430,"Poets'_Corner",51.4992,-0.127361
544749,"St_Thomas_the_Apostle_(London)",51.5111,-0.0933333
544776,"St_Sepulchre-without-Newgate",51.5167,-0.102353
545061,"Little_Ben",51.4965,-0.14265
545066,"Blackfriars_Theatre",51.5128,-0.1025
545504,"Henry_VII_Chapel",51.4993,-0.1266
545575,"Holly_Lodge_Estate",51.5647,-0.14945
545705,"Royal_Hospital_Chelsea",51.4864,-0.157778
545859,"Strand_Underpass",51.5166,-0.118861
545910,"Emirates_Stadium",51.555,-0.108611
545937,"Balcombe_Street_Siege",51.5239,-0.16228
546380,"Halcyon_Gallery",51.5104,-0.1452
546512,"Whittington_Hospital",51.5665,-0.1395
546797,"Oxford_Circus_fire",51.5154,-0.1425
546813,"Mount_Street_Gardens",51.5094,-0.150556
546820,"The_Roxy",51.5147,-0.1265
546836,"100_Club",51.5161,-0.135361
546887,"London_Library",51.507,-0.137
547034,"Queen's_Hall",51.5181,-0.1425
547040,"Spaghetti_House_siege",51.5022,-0.15777
547806,"2_Willow_Road",51.5572,-0.169169
547809,"Isokon_building",51.5518,-0.162083
547868,"St_Bartholomew-the-Less",51.5179,-0.100656
547893,"Hamleys",51.5128,-0.1402
548016,"Red_Bull_Theatre",51.5242,-0.104444
548039,"Victoria_Tower",51.4993,-0.12475
548219,"Savile_Row",51.5113,-0.140853
548306,"South_Kentish_Town_tube_station",51.5453,-0.141667
548561,"Resonance_FM",51.5028,-0.0925
549080,"Great_Ormond_Street_Hospital",51.5225,-0.1202
549224,"London_Canal_Museum",51.5339,-0.1204
549637,"Roundhouse_(venue)",51.5432,-0.1519
52161,"UFO_Club",51.5184,-0.132073
52565,"Speakeasy_Club",51.5167,-0.141389
53347,"Turnmills",51.522,-0.1059
53415,"Kiss_(radio_station)",51.516,-0.13844
53711,"Kennington_Park",51.4842,-0.108889
53800,"Witanhurst",51.5689,-0.152778
54016,"Stratford_Place",51.5149,-0.1493
54045,"Bridewell_Palace",51.5118,-0.105758
54260,"Malet_Street",51.5214,-0.1302
54381,"Choice_FM",51.5101,-0.12929
54474,"Burlington_House",51.5089,-0.139444
54657,"Camden_Market",51.5414,-0.146389
54661,"Chapel_Market",51.5334,-0.10926
54670,"Lower_Marsh_Market",51.5012,-0.11194
54671,"Berwick_Street_Market",51.5131,-0.1345
54807,"Institute_of_Ismaili_Studies",51.526,-0.1354
55051,"Slade_School_of_Fine_Art",51.525,-0.1344
55226,"Parkland_Walk",51.5742,-0.1245
56038,"55_Broadway",51.4994,-0.133611
56090,"Chatham_House",51.5077,-0.136
56255,"Architectural_Association_School_of_Architecture",51.5186,-0.131111
56259,"The_Wenlock_Arms",51.5314,-0.094
56508,"Lord's_tube_station",51.53,-0.169167
56814,"Couper_Collection",51.4809,-0.169031
